baseMean,log2FoldChange,padj,seed_ortholog,evalue,evalue,score,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KO definition,KEGG_Pathway,significant
23892.7939562407,1.22945078060015,0.0044392786163963,203124.Tery_0397,,1.09e-77,76.0,263.0,"COG4675@1|root,COG4675@2|Bacteria",2|Bacteria,M,tail collar domain protein,-,-,-,ko:K06237,collagen type I alpha,"ko04151,ko04510,ko04512,ko04926,ko04933,ko04974,ko05146,ko05165,ko05200,ko05222,map04151,map04510,map04512,map04926,map04933,map04974,map05146,map05165,map05200,map05222",Significant
929.378946303771,1.23073169817111,0.0005433975770731,203124.Tery_4080,4.14e-146,1.48e-140,275.9,399.0,"COG1842@1|root,COG1842@2|Bacteria,1G0JY@1117|Cyanobacteria,1H9T3@1150|Oscillatoriales",1117|Cyanobacteria,KT,Phage shock protein A (IM30) suppresses sigma54-dependent transcription,-,-,-,ko:K03969,phage shock protein A,-,Significant
2741.22509990398,1.23179124720784,0.0417016886888056,203124.Tery_3979,3.4699999999999998e-112,2.84e-123,109.2,351.0,"COG0779@1|root,COG0779@2|Bacteria,1G5V8@1117|Cyanobacteria,1HB23@1150|Oscillatoriales",1117|Cyanobacteria,J,Required for maturation of 30S ribosomal subunits,rimP,"GO:0000028,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:1901564,GO:1901566,GO:1901576",-,ko:K09748,ribosome maturation factor RimP,-,Significant
394.712299242849,1.23406410256065,0.0099986428019209,203124.Tery_3935,1.0499999999999999e-250,1.3100000000000001e-245,59.3,676.0,"COG3577@1|root,COG3577@2|Bacteria,1G044@1117|Cyanobacteria,1HAAQ@1150|Oscillatoriales",1117|Cyanobacteria,S,gag-polyprotein putative aspartyl protease,-,-,-,-,aspartyl protease family protein,-,Significant
1492.16064718262,1.23467816959086,0.0044061150801181,203124.Tery_3681,8.81e-305,1.54e-299,264.3,838.0,"COG0515@1|root,COG2319@1|root,COG0515@2|Bacteria,COG2319@2|Bacteria,1FZWQ@1117|Cyanobacteria,1H7V1@1150|Oscillatoriales",1117|Cyanobacteria,KLT,PFAM Protein kinase domain,-,-,-,-,autophagy-related protein 16-1,-,Significant
1643.01835298212,1.2356408655915,0.0006252318784042,203124.Tery_0380,0.0,0.0,91.5,1830.0,"COG0457@1|root,COG4995@1|root,COG0457@2|Bacteria,COG4995@2|Bacteria,1G1G5@1117|Cyanobacteria,1H794@1150|Oscillatoriales",1117|Cyanobacteria,H,Tetratricopeptide repeat domain protein,-,-,-,-,tetratricopeptide repeat protein 28,-,Significant
406.66142396829,1.23758916806395,0.0008849417974805,203124.Tery_0710,,6.110000000000001e-181,,504.0,"COG3103@1|root,COG3103@2|Bacteria,1G4VS@1117|Cyanobacteria,1H942@1150|Oscillatoriales",1117|Cyanobacteria,T,PFAM SH3 type 3,-,-,-,-,,-,Significant
538.168188229566,1.2378018969406,0.0001755620044858,203124.Tery_4214,4.56e-167,5.68e-162,62.3,453.0,"COG1842@1|root,COG1842@2|Bacteria,1G2PP@1117|Cyanobacteria,1H9Y4@1150|Oscillatoriales",1117|Cyanobacteria,KT,"Phage shock protein A (IM30), suppresses sigma54-dependent transcription",-,-,-,-,HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4],-,Significant
421.249204599917,1.23906124187053,0.0446588021759113,1173027.Mic7113_5126,,1.59e-17,,88.6,"COG1413@1|root,COG1413@2|Bacteria,1G1Y8@1117|Cyanobacteria,1H969@1150|Oscillatoriales",1117|Cyanobacteria,CT,Nacht domain,-,-,-,-,,-,Significant
292.281580987445,1.24213346705267,0.0235677517113589,203124.Tery_2112,7.710000000000001e-217,4.75e-212,114.0,585.0,"COG1210@1|root,COG1210@2|Bacteria,1G28Z@1117|Cyanobacteria,1H97B@1150|Oscillatoriales",1117|Cyanobacteria,M,UDP-glucose pyrophosphorylase,-,-,2.7.7.9,ko:K00963,glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24],"ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130",Significant
275.450304643117,1.24309655001184,0.0078071587999896,203124.Tery_0768,,6.35e-161,279.8,451.0,"COG2243@1|root,COG2243@2|Bacteria,1G1QK@1117|Cyanobacteria,1H7JC@1150|Oscillatoriales",1117|Cyanobacteria,H,PFAM Tetrapyrrole (Corrin Porphyrin) Methylases,cobI,-,"2.1.1.130,2.1.1.151",ko:K03394,precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151],"ko00860,ko01100,map00860,map01100",Significant
1348.76623006582,1.24673867464616,0.0001349632955309,203124.Tery_0598,0.0,0.0,,1165.0,"COG1479@1|root,COG1479@2|Bacteria,1G3HZ@1117|Cyanobacteria,1H7AD@1150|Oscillatoriales",1117|Cyanobacteria,S,Protein of unknown function (DUF1524),-,-,-,-,,-,Significant
7198.94676211618,1.25022602089407,0.0097336058569793,203124.Tery_0160,1.8199999999999998e-249,1.83e-243,,669.0,"28KJ7@1|root,2ZA4B@2|Bacteria,1G3HD@1117|Cyanobacteria,1HA3M@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
1219.84698860986,1.25540537569187,0.0001148139101385,203124.Tery_1507,,2.0400000000000002e-144,,410.0,"COG5416@1|root,COG5416@2|Bacteria,1G6YJ@1117|Cyanobacteria,1HC60@1150|Oscillatoriales",1117|Cyanobacteria,S,Lipopolysaccharide assembly protein A domain,-,-,-,-,,-,Significant
459.45252920284,1.25732405507828,0.0260127309327044,203124.Tery_3464,9.32e-150,1.7199999999999998e-146,,412.0,"COG0501@1|root,COG0501@2|Bacteria,1G46I@1117|Cyanobacteria,1H9G9@1150|Oscillatoriales",1117|Cyanobacteria,O,Protein of unknown function (DUF3318),-,-,-,-,,-,Significant
1971.91482499163,1.25976597006681,0.0188115544775426,203124.Tery_0510,2.06e-136,6.550000000000001e-272,338.8,744.0,"COG0304@1|root,COG0304@2|Bacteria,1G0SR@1117|Cyanobacteria,1H7BH@1150|Oscillatoriales",1117|Cyanobacteria,IQ,Belongs to the beta-ketoacyl-ACP synthases family,-,-,2.3.1.179,ko:K09458,3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179],"ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212",Significant
1493.67778739087,1.26998907130116,0.029544662166687,203124.Tery_4047,3.74e-305,7.16e-93,,271.0,"2DCX7@1|root,3337I@2|Bacteria,1G9VU@1117|Cyanobacteria,1HD3D@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
2061.23132418236,1.27658538059054,0.0108453476217718,203124.Tery_1950,8.86e-106,0.0,182.1,1300.0,"COG0631@1|root,COG0631@2|Bacteria,1G1ST@1117|Cyanobacteria,1H98F@1150|Oscillatoriales",1117|Cyanobacteria,T,Serine threonine protein phosphatase,-,-,3.1.3.16,ko:K01090,PPM family protein phosphatase [EC:3.1.3.16],-,Significant
907.868571272672,1.27750257186729,0.0247069304867971,203124.Tery_2102,0.0,0.0,438.2,909.0,"COG1253@1|root,COG1253@2|Bacteria,1G1AQ@1117|Cyanobacteria,1H9PN@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM CBS domain,-,-,-,ko:K03699,"magnesium and cobalt exporter, CNNM family",-,Significant
773.960382079776,1.27808434785156,0.0013276315045712,203124.Tery_4301,,1.19e-118,,340.0,"COG0457@1|root,COG0457@2|Bacteria,1G6IQ@1117|Cyanobacteria,1HBJ8@1150|Oscillatoriales",1117|Cyanobacteria,S,SPTR Alr1246 protein,-,-,-,-,,-,Significant
1232.54555478689,1.27842228967537,0.0008276251069185,203124.Tery_2288,5.53e-115,0.0,295.0,1149.0,"COG0591@1|root,COG0591@2|Bacteria,1G1JV@1117|Cyanobacteria,1HA6W@1150|Oscillatoriales",1117|Cyanobacteria,E,Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family,-,-,-,-,"solute:Na+ symporter, SSS family",-,Significant
369.366094476709,1.28163877945031,0.0081913346540715,203124.Tery_4574,1e-208,9.51e-263,282.8,719.0,"COG3380@1|root,COG3380@2|Bacteria,1G34R@1117|Cyanobacteria,1H93D@1150|Oscillatoriales",1117|Cyanobacteria,S,NAD FAD-dependent oxidoreductase,-,-,-,ko:K06955,renalase [EC:1.6.3.5],-,Significant
1138.76669371274,1.2847876472109,0.0083606736463519,203124.Tery_3696,0.0,0.0,494.7,918.0,"COG3307@1|root,COG3307@2|Bacteria,1G1ZH@1117|Cyanobacteria,1H88B@1150|Oscillatoriales",1117|Cyanobacteria,M,Lipid A core - O-antigen ligase,ictB,-,-,ko:K18814,putative inorganic carbon (hco3(-)) transporter,-,Significant
1514.42401711496,1.28916859115188,0.034271840360272,203124.Tery_1924,9.6e-127,0.0,320.8,1049.0,"COG1596@1|root,COG1596@2|Bacteria,1G0AJ@1117|Cyanobacteria,1H8T2@1150|Oscillatoriales",1117|Cyanobacteria,M,COG1596 Periplasmic protein involved in polysaccharide export,-,-,-,ko:K01991,polysaccharide biosynthesis/export protein,"ko02026,map02026",Significant
393.402591629692,1.28967603595092,0.0370955831474748,203124.Tery_4786,5.96e-261,0.0,577.5,881.0,"COG1115@1|root,COG1115@2|Bacteria,1G1I5@1117|Cyanobacteria,1H93P@1150|Oscillatoriales",1117|Cyanobacteria,E,Sodium:alanine symporter family,-,-,-,ko:K03310,"alanine or glycine:cation symporter, AGCS family",-,Significant
851.363551403202,1.29025605175544,0.0228067669443087,203124.Tery_2555,0.0,0.0,,1196.0,"COG1502@1|root,COG1502@2|Bacteria,1G3RT@1117|Cyanobacteria,1HAGM@1150|Oscillatoriales",1117|Cyanobacteria,I,Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol,-,-,-,-,,-,Significant
814.048009349973,1.29058419779596,0.0073083519476812,313612.L8106_28091,1.3599999999999999e-48,7.99e-15,,69.3,"2E8RW@1|root,3332U@2|Bacteria,1G9VB@1117|Cyanobacteria,1HCS8@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
6778.76275084953,1.29306394273295,0.0007012676589349,203124.Tery_3171,,0.0,573.8,929.0,"COG1249@1|root,COG1249@2|Bacteria,1G09V@1117|Cyanobacteria,1H7T3@1150|Oscillatoriales",1117|Cyanobacteria,C,COG1249 Pyruvate 2-oxoglutarate dehydrogenase complex dihydrolipoamide dehydrogenase (E3),lpdA,-,1.8.1.4,ko:K00382,dihydrolipoyl dehydrogenase [EC:1.8.1.4],"ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200",Significant
651.467701969432,1.29677453644318,0.0021884103969044,203124.Tery_5034,1.7100000000000001e-192,5.23e-188,347.2,523.0,"COG1694@1|root,COG3956@2|Bacteria,1G151@1117|Cyanobacteria,1H8J2@1150|Oscillatoriales",1117|Cyanobacteria,K,TIGRFAM MazG family protein,mazG,-,3.6.1.66,"ko:K02428,ko:K02499",tetrapyrrole methylase family protein / MazG family protein,"ko00230,map00230",Significant
319.215839428429,1.29830081754416,0.0090685366295487,118173.KB235914_gene335,1.08e-32,1.73e-24,42.1,102.0,"COG1262@1|root,COG4249@1|root,COG1262@2|Bacteria,COG4249@2|Bacteria",2|Bacteria,S,B-1 B cell differentiation,-,-,-,-,toxoflavin biosynthesis protein ToxD,-,Significant
375.852854079289,1.29898069135555,0.0035700432997042,203124.Tery_1949,0.0,9.73e-48,,152.0,"2E4KC@1|root,32ZFB@2|Bacteria,1G8YF@1117|Cyanobacteria,1HD00@1150|Oscillatoriales",1117|Cyanobacteria,S,Ferredoxin thioredoxin reductase variable alpha chain,ftrV,"GO:0008150,GO:0008152,GO:0055114",-,-,,-,Significant
636.987748207448,1.3020924377089,0.0020543243715228,203124.Tery_2000,1.14e-105,3.05e-279,417.0,764.0,"COG0765@1|root,COG0765@2|Bacteria,1G2E3@1117|Cyanobacteria,1H9HA@1150|Oscillatoriales",1117|Cyanobacteria,P,"TIGRFAM amine acid ABC transporter, permease protein, 3-TM region, His Glu Gln Arg opine family",-,-,-,ko:K09971,general L-amino acid transport system permease protein,"ko02010,map02010",Significant
638.04589794813,1.30278011361396,0.0024088795836813,203124.Tery_4626,3.2999999999999997e-190,8.66e-187,172.2,535.0,"COG0457@1|root,COG0457@2|Bacteria,1G3VQ@1117|Cyanobacteria,1H9K3@1150|Oscillatoriales",1117|Cyanobacteria,S,Tetratricopeptide repeat,-,-,-,-,protein O-GlcNAc transferase [EC:2.4.1.255],-,Significant
1640.89818169102,1.30517104672883,0.0012177277350114,203124.Tery_4895,0.0,0.0,475.2,881.0,"COG0128@1|root,COG0128@2|Bacteria,1G1F9@1117|Cyanobacteria,1H72W@1150|Oscillatoriales",1117|Cyanobacteria,E,Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate,aroA,"GO:0003674,GO:0003824,GO:0003866,GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046417,GO:0071704,GO:1901576",2.5.1.19,ko:K00800,cyclohexadieny/prephenate dehydrogenase / 3-phosphoshikimate 1-carboxyvinyltransferase [EC:1.3.1.43 1.3.1.12 2.5.1.19],"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",Significant
393.787773110506,1.30580808223426,0.0006917175797751,203124.Tery_2909,1.48e-304,5.24e-295,287.1,807.0,"COG0700@1|root,COG2715@1|root,COG0700@2|Bacteria,COG2715@2|Bacteria,1G3TV@1117|Cyanobacteria,1H9HJ@1150|Oscillatoriales",1117|Cyanobacteria,S,Nucleoside recognition,-,-,-,ko:K06374,spore maturation protein A,-,Significant
291.773609823532,1.30664466098368,0.0172660773111487,203124.Tery_2159,,0.0,,877.0,"COG4995@1|root,COG4995@2|Bacteria,1G8IM@1117|Cyanobacteria,1HGAP@1150|Oscillatoriales",1117|Cyanobacteria,S,CHAT domain,-,-,-,-,,-,Significant
1601.70913003588,1.30881398604744,0.0224464696075364,203124.Tery_4625,0.0,0.0,,1042.0,"COG1672@1|root,COG2319@1|root,COG4249@1|root,COG1672@2|Bacteria,COG2319@2|Bacteria,COG4249@2|Bacteria,1FZVW@1117|Cyanobacteria,1H7FN@1150|Oscillatoriales",1117|Cyanobacteria,KLT,"WD domain, G-beta repeat",-,-,2.7.11.1,ko:K12132,,-,Significant
280.43717170482,1.30985966313008,0.0078689102319522,203124.Tery_4310,,4e-258,82.7,707.0,"COG3591@1|root,COG3591@2|Bacteria,1G4N7@1117|Cyanobacteria,1HCM7@1150|Oscillatoriales",1117|Cyanobacteria,E,Trypsin-like peptidase domain,-,-,-,-,protein FAM111A,-,Significant
513.597060652543,1.31065327235586,0.0092732253636701,203124.Tery_2353,6.02e-318,0.0,307.7,982.0,"COG0025@1|root,COG0589@1|root,COG0025@2|Bacteria,COG0589@2|Bacteria,1G1BR@1117|Cyanobacteria,1H8S4@1150|Oscillatoriales",1117|Cyanobacteria,PT,Universal stress protein,-,-,-,-,"solute carrier family 9B (sodium/hydrogen exchanger), member 1/2",-,Significant
423.583642422953,1.3106692906369,0.0345333968927244,203124.Tery_4577,3.77e-199,0.0,97.2,951.0,"COG3307@1|root,COG3307@2|Bacteria,1G15X@1117|Cyanobacteria,1H7X0@1150|Oscillatoriales",1117|Cyanobacteria,M,O-antigen ligase,-,-,-,-,putative inorganic carbon (hco3(-)) transporter,-,Significant
5303.29728271136,1.3116217110455,0.0108453476217718,203124.Tery_1724,0.0,0.0,345.3,1078.0,"COG1032@1|root,COG1032@2|Bacteria,1G01Y@1117|Cyanobacteria,1H7TJ@1150|Oscillatoriales",1117|Cyanobacteria,C,PFAM Radical SAM superfamily,-,-,-,-,hopanoid C-2 methylase [EC:2.1.1.-],-,Significant
806.937808368578,1.31176309052024,0.0025737511946801,203124.Tery_0214,1.09e-72,6.67e-261,90.4,714.0,"COG1577@1|root,COG1577@2|Bacteria",2|Bacteria,I,mevalonate kinase activity,mvaK2,-,"2.7.1.36,2.7.1.43,2.7.4.2","ko:K00869,ko:K00938,ko:K16190",galactokinase [EC:2.7.1.6],"ko00040,ko00053,ko00520,ko00900,ko01100,ko01110,ko01130,ko04146,map00040,map00053,map00520,map00900,map01100,map01110,map01130,map04146",Significant
29401.2634400379,1.31657841134682,0.0006087079079399,203124.Tery_4705,0.0,3.44e-262,518.2,719.0,"COG3288@1|root,COG3288@2|Bacteria,1G1D1@1117|Cyanobacteria,1H7A5@1150|Oscillatoriales",1117|Cyanobacteria,C,NAD NADP transhydrogenase alpha subunit,pntA,-,1.6.1.2,ko:K00324,H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1],"ko00760,ko01100,map00760,map01100",Significant
326.532970113077,1.3178722406836,0.0021578712175724,203124.Tery_0085,1.56e-29,4.61e-220,283.7,605.0,"KOG1584@1|root,31CAG@2|Bacteria,1G8T0@1117|Cyanobacteria",1117|Cyanobacteria,H,PFAM sulfotransferase,-,-,-,-,estrone sulfotransferase [EC:2.8.2.4],-,Significant
569.711424262327,1.31901562213476,0.0212805180977514,203124.Tery_4963,3.6499999999999997e-214,3.8900000000000005e-210,,581.0,"2EDSP@1|root,337N3@2|Bacteria,1GA9F@1117|Cyanobacteria,1HFTJ@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
3999.4545021401,1.31945084645573,0.008269777184464,203124.Tery_2820,7.27e-186,2.16e-168,,469.0,"COG4340@1|root,COG4340@2|Bacteria,1G3EA@1117|Cyanobacteria,1H96I@1150|Oscillatoriales",1117|Cyanobacteria,S,protein conserved in bacteria,-,-,-,-,,-,Significant
2887.14638797503,1.3208807170573,0.0001383679634476,203124.Tery_4781,0.0,8.95e-257,221.8,735.0,"COG0457@1|root,COG0515@1|root,COG0457@2|Bacteria,COG0515@2|Bacteria,1G2JS@1117|Cyanobacteria,1HAEM@1150|Oscillatoriales",1117|Cyanobacteria,KLT,serine threonine protein kinase,-,-,-,-,tetratricopeptide repeat protein 6,-,Significant
8326.92155942562,1.32302413352831,0.0009772409491172,203124.Tery_5050,2.1e-195,1.07e-189,396.8,526.0,"28HFN@1|root,2Z8GK@2|Bacteria,1G0D6@1117|Cyanobacteria,1H7XV@1150|Oscillatoriales",1117|Cyanobacteria,C,"Catalyzes the two-electron reduction of the C2 and C3(1) diene system of 15,16-dihydrobiliverdin",pebB,-,1.3.7.3,ko:K05370,phycoerythrobilin:ferredoxin oxidoreductase [EC:1.3.7.3],"ko00860,ko01110,map00860,map01110",Significant
5103.47592523404,1.33054868281734,0.001842426744963,203124.Tery_3908,1.28e-148,9.64e-145,158.3,407.0,"28IBS@1|root,2Z8E6@2|Bacteria,1G07P@1117|Cyanobacteria,1H8RX@1150|Oscillatoriales",1117|Cyanobacteria,E,Covalently attaches a chromophore to Cys residue(s) of phycobiliproteins,ycf58,"GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0017006,GO:0017007,GO:0017009,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:1901564",-,-,phycoerythrin-associated linker protein,-,Significant
412.380565798018,1.33316671989109,0.0091547126264937,203124.Tery_4686,,1.35e-87,,260.0,"2C8HG@1|root,3312T@2|Bacteria,1G9H9@1117|Cyanobacteria,1HC5W@1150|Oscillatoriales",1117|Cyanobacteria,S,Filament integrity protein,fraC,-,-,-,,-,Significant
259.698326524846,1.33547057985346,0.0253418351564225,203124.Tery_4876,,7.9e-89,,261.0,"2CIIE@1|root,32S84@2|Bacteria,1G837@1117|Cyanobacteria,1HB16@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
800.617576361897,1.33590638540023,0.0208383491657494,203124.Tery_4690,1.98e-252,1.7300000000000002e-269,344.9,738.0,"COG0079@1|root,COG0079@2|Bacteria,1G0BE@1117|Cyanobacteria,1H8QC@1150|Oscillatoriales",1117|Cyanobacteria,E,Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily,hisC,-,2.6.1.9,ko:K00817,histidinol-phosphate aminotransferase [EC:2.6.1.9],"ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230",Significant
354.345308380708,1.33642409815835,0.0002287768943084,203124.Tery_1713,7.95e-97,4.89e-92,,273.0,"29KS8@1|root,30JYS@2|Bacteria,1G6HT@1117|Cyanobacteria,1HB7W@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
911.633421784116,1.33657952767657,0.0071626900995694,203124.Tery_2098,2.25e-104,3.41e-100,191.4,290.0,"COG0780@1|root,COG0780@2|Bacteria,1G5W6@1117|Cyanobacteria,1HB47@1150|Oscillatoriales",1117|Cyanobacteria,S,Catalyzes the NADPH-dependent reduction of 7-cyano-7- deazaguanine (preQ0) to 7-aminomethyl-7-deazaguanine (preQ1),queF,-,1.7.1.13,ko:K09457,7-cyano-7-deazaguanine reductase [EC:1.7.1.13],"ko00790,ko01100,map00790,map01100",Significant
707.951557179106,1.33903985677009,0.000851467522451,203124.Tery_4118,0.0,3.77e-202,,563.0,"COG4795@1|root,COG4795@2|Bacteria,1GQHA@1117|Cyanobacteria,1HHUR@1150|Oscillatoriales",1117|Cyanobacteria,U,prepilin-type N-terminal cleavage methylation,-,-,-,-,,-,Significant
3649.96838409927,1.34144824542861,1.10154661161342e-05,203124.Tery_2749,0.0,0.0,556.8,987.0,"COG1215@1|root,COG1215@2|Bacteria,1FZYV@1117|Cyanobacteria,1H7QN@1150|Oscillatoriales",1117|Cyanobacteria,M,PFAM Glycosyl transferase family 2,-,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006629,GO:0006643,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016740,GO:0016757,GO:0016758,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0046467,GO:0046872,GO:0071704,GO:1901576",2.4.1.336,ko:K19003,"1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]","ko00561,ko01100,map00561,map01100",Significant
583.883749923944,1.34575775189531,0.043548579443436,203124.Tery_3307,4.92e-152,0.0,69.3,1361.0,"COG2931@1|root,COG2931@2|Bacteria,1GAAF@1117|Cyanobacteria,1HDGP@1150|Oscillatoriales",1117|Cyanobacteria,Q,calcium- and calmodulin-responsive adenylate cyclase activity,-,-,-,-,glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46],-,Significant
701.422094379866,1.34590069686396,0.0108453476217718,203124.Tery_1163,8.54e-164,2.2400000000000003e-160,,449.0,"2C7F0@1|root,2Z832@2|Bacteria,1FZVC@1117|Cyanobacteria,1H87Z@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM HAS barrel domain,-,-,-,-,,-,Significant
1855.91038804132,1.3463964188283,0.0004548171454539,203124.Tery_0580,,1.6699999999999999e-25,117.1,104.0,"COG1357@1|root,COG1357@2|Bacteria,1G65A@1117|Cyanobacteria,1HBDE@1150|Oscillatoriales",1117|Cyanobacteria,S,Pentapeptide repeats (9 copies),-,-,-,-,BTB/POZ domain-containing protein KCTD9,-,Significant
170.229111578838,1.34662849100827,0.0457244663186862,203124.Tery_2157,,4.08e-115,150.0,330.0,"COG0802@1|root,COG0802@2|Bacteria,1G6ZV@1117|Cyanobacteria,1HBKM@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM Uncharacterised P-loop hydrolase UPF0079,tsaE,-,-,ko:K06925,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,-,Significant
533.013605884757,1.35020195328611,0.0170579381801394,203124.Tery_2274,2.25e-174,0.0,249.2,1081.0,"COG0668@1|root,COG0668@2|Bacteria,1G06U@1117|Cyanobacteria,1H85N@1150|Oscillatoriales",1117|Cyanobacteria,M,PFAM Mechanosensitive ion channel,-,-,-,ko:K22044,moderate conductance mechanosensitive channel,-,Significant
2480.45023659024,1.35154596382031,0.0007157833742445,203124.Tery_4797,1.4399999999999998e-220,3.22e-154,,434.0,"28KSU@1|root,2ZAA4@2|Bacteria,1G1SE@1117|Cyanobacteria,1HA5X@1150|Oscillatoriales",1117|Cyanobacteria,S,Protein of unknown function (DUF3120),-,-,-,-,,-,Significant
440.791818255382,1.35711199549803,0.0054109532286059,203124.Tery_3673,0.0,0.0,676.9,932.0,"COG3845@1|root,COG3845@2|Bacteria,1G0TZ@1117|Cyanobacteria,1H7JG@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM ABC transporter,-,-,3.6.3.17,ko:K02056,general nucleoside transport system ATP-binding protein,-,Significant
731.850474907525,1.35920452530176,0.0009170956201627,203124.Tery_4182,,5.470000000000001e-259,394.0,709.0,"COG3185@1|root,COG3185@2|Bacteria,1G307@1117|Cyanobacteria,1H8Q9@1150|Oscillatoriales",1117|Cyanobacteria,E,PFAM Glyoxalase bleomycin resistance protein dioxygenase,hppD,-,1.13.11.27,ko:K00457,4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27],"ko00130,ko00350,ko00360,ko01100,map00130,map00350,map00360,map01100",Significant
670.252889475335,1.36024041231184,0.0134980367880284,203124.Tery_3337,0.0,0.0,215.7,1271.0,"COG0457@1|root,COG0515@1|root,COG0457@2|Bacteria,COG0515@2|Bacteria,1G0J3@1117|Cyanobacteria,1H7ZX@1150|Oscillatoriales",1117|Cyanobacteria,KLT,RIO1 family,-,-,-,-,"serine/threonine protein kinase, bacterial [EC:2.7.11.1]",-,Significant
2722.82778316629,1.36317603172611,7.62483103369761e-05,203124.Tery_2589,0.0,0.0,120.8,1446.0,"COG3408@1|root,COG3408@2|Bacteria,1G2AS@1117|Cyanobacteria,1H7MX@1150|Oscillatoriales",1117|Cyanobacteria,G,Glycogen debranching enzyme,-,-,-,-,glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33],-,Significant
627.264865286989,1.36999189674747,0.0002034925164071,203124.Tery_2248,6.41e-195,2.9499999999999996e-189,199.5,524.0,"COG0639@1|root,COG0639@2|Bacteria,1G03S@1117|Cyanobacteria,1H7M5@1150|Oscillatoriales",1117|Cyanobacteria,T,PFAM Calcineurin-like phosphoesterase,-,-,3.1.3.16,ko:K07313,serine/threonine protein phosphatase 1 [EC:3.1.3.16],-,Significant
